neighbor;price;days_in_market;expenses;util;n_bathrooms;n_rooms;parking;scraping_day;longitude;latitude;price_util
setor bueno;2500.0;3.0;550.0;116.0;3.0;3.0;2.0;2020-03-26;;;21.551724137931036
aguas sul;2800.0;1.0;650.0;90.0;2.0;3.0;2.0;2020-03-26;;;31.11111111111111
vicente pires;4900.0;160.0;300.0;350.0;4.0;3.0;2.0;2020-03-26;;;14.0
aguas sul;2200.0;0.0;934.0;107.0;2.0;3.0;2.0;2020-03-26;;;20.560747663551403
setor habitacional vicente pires;3219.0;12.0;180.0;270.0;4.0;3.0;2.0;2020-03-26;;;11.922222222222222
asa norte;4700.0;37.0;980.0;140.0;2.0;3.0;2.0;2020-03-26;;;33.57142857142857
jardim atlantico;2020.0;5.0;500.0;152.0;2.0;3.0;2.0;2020-03-26;;;13.289473684210526
centro;900.0;0.0;;95.0;2.0;3.0;3.0;2020-03-26;;;9.473684210526315
jardim goias;2400.0;26.0;600.0;75.0;2.0;2.0;2.0;2020-03-26;;;32.0
sudoeste;10000.0;13.0;2000.0;200.0;2.0;3.0;2.0;2020-03-26;;;50.0
centro;4000.0;0.0;;170.0;1.0;2.0;2.0;2020-03-26;;;23.529411764705884
santa genoveva;1100.0;0.0;105.0;74.0;2.0;2.0;2.0;2020-03-26;;;14.864864864864865
vila uniao;1000.0;27.0;;100.0;1.0;2.0;2.0;2020-03-26;;;10.0
vicente pires;5000.0;114.0;172.0;195.0;4.0;3.0;3.0;2020-03-26;;;25.641025641025642
sobradinho;4000.0;224.0;;235.0;2.0;3.0;2.0;2020-03-26;;;17.02127659574468
vila uniao;900.0;27.0;;80.0;1.0;2.0;2.0;2020-03-26;;;11.25
setor oeste;2700.0;48.0;1600.0;193.0;4.0;3.0;2.0;2020-03-26;;;13.989637305699482
parque amazonia;1300.0;0.0;400.0;69.0;2.0;2.0;2.0;2020-03-26;;;18.840579710144926
lago norte;8000.0;45.0;;250.0;4.0;3.0;3.0;2020-03-26;;;32.0
parque amazonia;1250.0;1.0;;150.0;1.0;3.0;3.0;2020-03-26;;;8.333333333333334
centro;2500.0;1.0;631.0;93.0;2.0;3.0;2.0;2020-03-26;;;26.881720430107528
setor oeste;1800.0;8.0;1500.0;220.0;2.0;3.0;2.0;2020-03-26;;;8.181818181818182
asa norte;6100.0;20.0;1100.0;128.0;3.0;3.0;2.0;2020-03-26;;;47.65625
setor oeste;11000.0;27.0;;350.0;4.0;3.0;3.0;2020-03-26;;;31.428571428571427
samambaia norte;1000.0;119.0;;112.0;1.0;3.0;2.0;2020-03-26;;;8.928571428571429
setor habitacional jardim botanico;3900.0;365.0;387.0;230.0;3.0;3.0;2.0;2020-03-26;;;16.956521739130434
samambaia sul;1200.0;0.0;;70.0;1.0;2.0;2.0;2020-03-26;;;17.142857142857142
vila uniao;900.0;27.0;;100.0;1.0;2.0;2.0;2020-03-26;;;9.0
vila uniao;1000.0;27.0;;80.0;1.0;2.0;2.0;2020-03-26;;;12.5
asa norte;10300.0;14.0;;100.0;2.0;3.0;2.0;2020-03-26;;;103.0
aguas norte;2000.0;14.0;550.0;85.0;3.0;2.0;2.0;2020-03-26;;;23.529411764705884
noroeste;5700.0;28.0;900.0;148.0;4.0;3.0;2.0;2020-03-26;;;38.513513513513516
guara ii;3100.0;3.0;467.0;76.0;2.0;3.0;2.0;2020-03-26;;;40.78947368421053
serrinha;2380.0;0.0;550.0;94.0;4.0;3.0;2.0;2020-03-26;;;25.319148936170212
noroeste;8500.0;23.0;;170.0;4.0;3.0;2.0;2020-03-26;;;50.0
setor sul;2200.0;48.0;;80.0;2.0;3.0;2.0;2020-03-26;;;27.5
asa norte;8000.0;9.0;;99.0;2.0;3.0;2.0;2020-03-26;;;80.8080808080808
santa genoveva;2300.0;47.0;;130.0;2.0;3.0;2.0;2020-03-26;;;17.692307692307693
setor habitacional jardim botanico;2950.0;0.0;590.0;120.0;4.0;3.0;3.0;2020-03-26;;;24.583333333333332
vicente pires;4000.0;10.0;100.0;200.0;3.0;3.0;3.0;2020-03-26;;;20.0
taguatinga centro;3000.0;27.0;;180.0;1.0;3.0;2.0;2020-03-26;;;16.666666666666668
samambaia;1000.0;27.0;;112.0;2.0;3.0;2.0;2020-03-26;;;8.928571428571429
setor central;1500.0;27.0;750.0;160.0;2.0;3.0;2.0;2020-03-26;;;9.375
asa norte;12500.0;9.0;2100.0;136.0;3.0;3.0;3.0;2020-03-26;;;91.91176470588235
grande colorado;2600.0;60.0;360.0;200.0;2.0;3.0;2.0;2020-03-26;;;13.0
centro;2300.0;0.0;702.0;115.0;2.0;3.0;2.0;2020-03-26;;;20.0
asa norte;5200.0;30.0;;95.0;2.0;3.0;2.0;2020-03-26;;;54.73684210526316
jardim atlantico;1500.0;3.0;;100.0;2.0;3.0;2.0;2020-03-26;;;15.0
setor oeste;2550.0;2.0;1800.0;250.0;4.0;3.0;2.0;2020-03-26;;;10.2
setor bueno;3300.0;0.0;1100.0;140.0;3.0;3.0;2.0;2020-03-26;;;23.571428571428573
jardim goias;3700.0;0.0;660.0;128.0;3.0;3.0;3.0;2020-03-26;;;28.90625
riacho fundo;1600.0;146.0;;120.0;1.0;3.0;2.0;2020-03-26;;;13.333333333333334
guara ii;3500.0;0.0;;170.0;3.0;3.0;2.0;2020-03-26;;;20.58823529411765
setor bueno;3500.0;0.0;1400.0;170.0;3.0;3.0;3.0;2020-03-26;;;20.58823529411765
guara i;8800.0;155.0;;220.0;3.0;3.0;3.0;2020-03-26;;;40.0
setor bueno;1900.0;0.0;650.0;140.0;4.0;3.0;3.0;2020-03-26;;;13.571428571428571
grande colorado;2400.0;113.0;;100.0;2.0;2.0;2.0;2020-03-26;;;24.0
asa sul;4200.0;22.0;;120.0;3.0;3.0;2.0;2020-03-26;;;35.0
taguatinga norte;1050.0;240.0;;80.0;1.0;3.0;2.0;2020-03-26;;;13.125
aguas sul;3300.0;9.0;650.0;117.0;3.0;3.0;2.0;2020-03-26;;;28.205128205128204
asa norte;5100.0;13.0;;95.0;3.0;3.0;2.0;2020-03-26;;;53.68421052631579
parque amazonia;1500.0;1.0;525.0;94.0;4.0;3.0;2.0;2020-03-26;;;15.957446808510639
noroeste;5000.0;16.0;580.0;84.0;1.0;2.0;2.0;2020-03-26;;;59.523809523809526
centro;4500.0;339.0;;150.0;4.0;2.0;3.0;2020-03-26;;;30.0
setor habitacional jardim botanico;2500.0;9.0;540.0;110.0;1.0;2.0;2.0;2020-03-26;;;22.727272727272727
sudoeste;10500.0;3.0;2300.0;240.0;4.0;3.0;2.0;2020-03-26;;;43.75
centro;3000.0;63.0;;150.0;2.0;3.0;2.0;2020-03-26;;;20.0
samambaia norte;1300.0;246.0;;100.0;3.0;3.0;2.0;2020-03-26;;;13.0
sobradinho;1400.0;14.0;;80.0;2.0;3.0;3.0;2020-03-26;;;17.5
guara ii;4000.0;5.0;;170.0;3.0;3.0;2.0;2020-03-26;;;23.529411764705884
setor bueno;2100.0;1.0;700.0;169.0;3.0;3.0;2.0;2020-03-26;;;12.42603550295858
centro;1700.0;0.0;;67.0;2.0;3.0;2.0;2020-03-26;;;25.37313432835821
ceilandia sul;1200.0;195.0;;90.0;1.0;3.0;2.0;2020-03-26;;;13.333333333333334
taguatinga sul;1600.0;0.0;;110.0;1.0;3.0;2.0;2020-03-26;;;14.545454545454545
noroeste;5200.0;9.0;950.0;110.0;4.0;3.0;3.0;2020-03-26;;;47.27272727272727
taguatinga norte;5000.0;34.0;;280.0;3.0;3.0;3.0;2020-03-26;;;17.857142857142858
setor leste universitario;1600.0;15.0;480.0;84.0;3.0;3.0;2.0;2020-03-26;;;19.047619047619047
asa norte;5100.0;83.0;;95.0;3.0;3.0;2.0;2020-03-26;;;53.68421052631579
riacho fundo;2200.0;175.0;;240.0;1.0;3.0;2.0;2020-03-26;;;9.166666666666666
taguatinga norte;1500.0;13.0;280.0;78.0;1.0;2.0;2.0;2020-03-26;;;19.23076923076923
samambaia norte;900.0;195.0;;73.0;2.0;2.0;2.0;2020-03-26;;;12.32876712328767
parque amazonia;2000.0;1.0;;103.0;2.0;3.0;2.0;2020-03-26;;;19.41747572815534
sobradinho;2200.0;4.0;;175.0;2.0;3.0;3.0;2020-03-26;;;12.571428571428571
setor habitacional jardim botanico;2500.0;2.0;536.0;120.0;2.0;3.0;2.0;2020-03-26;;;20.833333333333332
asa norte;4800.0;365.0;;85.0;3.0;3.0;2.0;2020-03-26;;;56.470588235294116
centro;13500.0;10.0;;136.0;2.0;3.0;3.0;2020-03-26;;;99.26470588235294
guara i;1700.0;9.0;370.0;84.0;2.0;2.0;2.0;2020-03-26;;;20.238095238095237
centro;1200.0;163.0;;65.0;1.0;3.0;2.0;2020-03-26;;;18.46153846153846
setor bueno;2200.0;1.0;570.0;195.0;4.0;3.0;2.0;2020-03-26;;;11.282051282051283
setor habitacional jardim botanico;2800.0;23.0;600.0;195.0;2.0;3.0;3.0;2020-03-26;;;14.35897435897436
setor sul;2400.0;16.0;;200.0;2.0;3.0;3.0;2020-03-26;;;12.0
aguas sul;2600.0;15.0;463.0;70.0;2.0;3.0;2.0;2020-03-26;;;37.142857142857146
noroeste;4250.0;14.0;750.0;77.0;3.0;2.0;2.0;2020-03-26;;;55.1948051948052
ceilandia norte;1300.0;9.0;;140.0;2.0;3.0;3.0;2020-03-26;;;9.285714285714286
park sul;4800.0;20.0;992.0;100.0;2.0;3.0;2.0;2020-03-26;;;48.0
taguatinga norte;2400.0;5.0;;110.0;3.0;3.0;2.0;2020-03-26;;;21.818181818181817
setor de mansoes de sobradinho;1600.0;52.0;;95.0;2.0;3.0;2.0;2020-03-26;;;16.842105263157894
aguas norte;1000.0;17.0;;300.0;1.0;3.0;2.0;2020-03-26;;;3.3333333333333335
setor habitacional jardim botanico;4100.0;57.0;;250.0;3.0;3.0;3.0;2020-03-26;;;16.4
guara i;1800.0;3.0;;90.0;3.0;3.0;2.0;2020-03-26;;;20.0
cruzeiro velho;2700.0;51.0;;90.0;3.0;3.0;2.0;2020-03-26;;;30.0
areal;1100.0;80.0;;92.0;1.0;2.0;2.0;2020-03-26;;;11.956521739130435
samambaia sul;1100.0;44.0;;130.0;1.0;2.0;2.0;2020-03-26;;;8.461538461538462
sudoeste;4900.0;116.0;837.0;188.0;3.0;2.0;2.0;2020-03-26;;;26.06382978723404
setor leste;1510.0;105.0;;73.0;1.0;3.0;2.0;2020-03-26;;;20.684931506849313
vila rosa;1100.0;105.0;362.0;118.0;2.0;2.0;2.0;2020-03-26;;;9.322033898305085
cruzeiro velho;3800.0;195.0;;120.0;3.0;3.0;3.0;2020-03-26;;;31.666666666666668
guara i;2500.0;75.0;;200.0;3.0;3.0;3.0;2020-03-26;;;12.5
taguatinga norte;1600.0;324.0;;100.0;1.0;3.0;2.0;2020-03-26;;;16.0
aguas sul;3500.0;15.0;1058.0;133.0;4.0;3.0;2.0;2020-03-26;;;26.31578947368421
setor nova suica;4500.0;365.0;;225.0;4.0;3.0;3.0;2020-03-26;;;20.0
setor de hoteis e turismo norte;6000.0;109.0;750.0;96.0;2.0;2.0;2.0;2020-03-26;;;62.5
aguas sul;1500.0;15.0;463.0;65.0;1.0;2.0;2.0;2020-03-26;;;23.076923076923077
riacho fundo ii;2000.0;290.0;;190.0;1.0;3.0;3.0;2020-03-26;;;10.526315789473685
setor habitacional jardim botanico;2750.0;6.0;500.0;200.0;3.0;3.0;3.0;2020-03-26;;;13.75
ceilandia norte;800.0;246.0;;150.0;1.0;2.0;2.0;2020-03-26;;;5.333333333333333
asa sul;3750.0;36.0;;150.0;1.0;3.0;2.0;2020-03-26;;;25.0
noroeste;3500.0;6.0;628.0;72.0;2.0;2.0;2.0;2020-03-26;;;48.611111111111114
asa norte;4700.0;6.0;;106.0;2.0;3.0;2.0;2020-03-26;;;44.339622641509436
samambaia norte;1600.0;6.0;;80.0;2.0;3.0;2.0;2020-03-26;;;20.0
setor aeroporto;1100.0;212.0;450.0;93.0;2.0;3.0;2.0;2020-03-26;;;11.827956989247312
lago sul;5300.0;125.0;;326.0;3.0;2.0;3.0;2020-03-26;;;16.257668711656443
asa norte;7500.0;98.0;1700.0;98.0;2.0;3.0;2.0;2020-03-26;;;76.53061224489795
lago sul;4200.0;8.0;;300.0;4.0;3.0;2.0;2020-03-26;;;14.0
setor habitacional jardim botanico;2000.0;9.0;418.0;180.0;2.0;3.0;2.0;2020-03-26;;;11.11111111111111
asa sul;5000.0;14.0;;168.0;3.0;3.0;3.0;2020-03-26;;;29.761904761904763
setor oeste;1600.0;47.0;650.0;118.0;4.0;3.0;2.0;2020-03-26;;;13.559322033898304
noroeste;5300.0;3.0;1060.0;115.0;3.0;3.0;2.0;2020-03-26;;;46.08695652173913
setor habitacional jardim botanico;3900.0;356.0;600.0;190.0;3.0;3.0;3.0;2020-03-26;;;20.526315789473685
centro;1500.0;150.0;;80.0;1.0;3.0;2.0;2020-03-26;;;18.75
asa norte;5500.0;22.0;1123.0;158.0;3.0;2.0;2.0;2020-03-26;;;34.81012658227848
asa norte;7800.0;78.0;;201.0;3.0;3.0;2.0;2020-03-26;;;38.80597014925373
asa norte;4600.0;14.0;1458.0;80.0;1.0;2.0;2.0;2020-03-26;;;57.5
asa sul;3600.0;76.0;;130.0;1.0;3.0;2.0;2020-03-26;;;27.692307692307693
setor oeste;6000.0;36.0;;260.0;3.0;3.0;3.0;2020-03-26;;;23.076923076923077
guara ii;3100.0;34.0;;185.0;2.0;3.0;2.0;2020-03-26;;;16.756756756756758
asa sul;3200.0;16.0;;100.0;2.0;3.0;2.0;2020-03-26;;;32.0
asa norte;5100.0;29.0;;98.0;3.0;3.0;2.0;2020-03-26;;;52.04081632653061
asa norte;6100.0;27.0;;127.0;3.0;3.0;2.0;2020-03-26;;;48.031496062992126
sudoeste;6300.0;17.0;750.0;200.0;4.0;3.0;2.0;2020-03-26;;;31.5
guara ii;3700.0;15.0;;290.0;4.0;3.0;2.0;2020-03-26;;;12.758620689655173
guara ii;1650.0;35.0;;80.0;2.0;3.0;2.0;2020-03-26;;;20.625
setor bueno;1500.0;36.0;700.0;127.0;2.0;3.0;2.0;2020-03-26;;;11.811023622047244
recanto das emas;800.0;36.0;;100.0;2.0;3.0;2.0;2020-03-26;;;8.0
taguatinga sul;700.0;195.0;;80.0;2.0;2.0;2.0;2020-03-26;;;8.75
setor bueno;2500.0;47.0;500.0;82.0;2.0;3.0;2.0;2020-03-26;;;30.48780487804878
setor marista;2100.0;34.0;500.0;69.0;2.0;2.0;2.0;2020-03-26;;;30.434782608695652
setor oeste;1700.0;96.0;1300.0;188.0;4.0;3.0;2.0;2020-03-26;;;9.042553191489361
noroeste;4000.0;19.0;750.0;74.0;2.0;2.0;2.0;2020-03-26;;;54.054054054054056
taguatinga norte;1600.0;0.0;;100.0;1.0;3.0;2.0;2020-03-26;;;16.0
setor habitacional jardim botanico;3000.0;13.0;560.0;215.0;3.0;3.0;2.0;2020-03-26;;;13.953488372093023
santa genoveva;1100.0;1.0;105.0;74.0;2.0;2.0;2.0;2020-03-26;;;14.864864864864865
jardins mangueiral;1900.0;0.0;1.0;67.0;2.0;3.0;2.0;2020-03-26;;;28.35820895522388
setor oeste;1300.0;16.0;930.0;140.0;3.0;3.0;2.0;2020-03-26;;;9.285714285714286
setor habitacional jardim botanico;4000.0;66.0;560.0;192.0;3.0;3.0;2.0;2020-03-26;;;20.833333333333332
centro;800.0;0.0;;120.0;1.0;2.0;2.0;2020-03-26;;;6.666666666666667
guara ii;3000.0;0.0;550.0;73.0;1.0;3.0;2.0;2020-03-26;;;41.0958904109589
centro;4200.0;12.0;;201.0;4.0;3.0;3.0;2020-03-26;;;20.895522388059703
sobradinho;2500.0;9.0;;230.0;1.0;3.0;2.0;2020-03-26;;;10.869565217391305
ceilandia norte;1350.0;2.0;;90.0;1.0;3.0;3.0;2020-03-26;;;15.0
asa sul;4300.0;0.0;;100.0;2.0;3.0;3.0;2020-03-26;;;43.0
centro;750.0;0.0;;300.0;2.0;3.0;2.0;2020-03-26;;;2.5
taguatinga norte;2500.0;0.0;;140.0;3.0;2.0;2.0;2020-03-26;;;17.857142857142858
sobradinho;1500.0;24.0;;200.0;2.0;3.0;2.0;2020-03-26;;;7.5
sobradinho;2200.0;0.0;;160.0;3.0;3.0;2.0;2020-03-26;;;13.75
sobradinho;1700.0;70.0;;350.0;2.0;3.0;2.0;2020-03-26;;;4.857142857142857
taguatinga norte;3300.0;49.0;;200.0;1.0;3.0;2.0;2020-03-26;;;16.5
taquari;2800.0;0.0;;170.0;2.0;3.0;3.0;2020-03-26;;;16.470588235294116
setor de mansoes de sobradinho;1500.0;78.0;;80.0;1.0;3.0;2.0;2020-03-26;;;18.75
sobradinho;2500.0;47.0;;160.0;1.0;2.0;2.0;2020-03-26;;;15.625
aguas sul;2100.0;365.0;;80.0;3.0;3.0;2.0;2020-03-26;;;26.25
setor central;910.0;0.0;;80.0;1.0;2.0;2.0;2020-03-26;;;11.375
ceilandia norte;1500.0;0.0;;130.0;2.0;3.0;3.0;2020-03-26;;;11.538461538461538
sudoeste;6000.0;0.0;860.0;114.0;3.0;3.0;2.0;2020-03-26;;;52.63157894736842
ceilandia centro;850.0;0.0;;65.0;1.0;3.0;3.0;2020-03-26;;;13.076923076923077
sudoeste;3800.0;0.0;;125.0;1.0;3.0;2.0;2020-03-24;;;30.4
setor bela vista;1400.0;45.0;470.0;70.0;2.0;2.0;2.0;2020-03-24;;;20.0
jardim goias;2500.0;6.0;450.0;78.0;2.0;2.0;2.0;2020-03-24;;;32.05128205128205
noroeste;5200.0;7.0;850.0;110.0;4.0;3.0;3.0;2020-03-24;;;47.27272727272727
centro;1700.0;0.0;;67.0;2.0;3.0;2.0;2020-03-24;;;25.37313432835821
setor habitacional vicente pires;3219.0;10.0;180.0;270.0;4.0;3.0;2.0;2020-03-24;;;11.922222222222222
sudoeste;10000.0;11.0;2000.0;200.0;2.0;3.0;2.0;2020-03-24;;;50.0
noroeste;4500.0;12.0;;105.0;3.0;2.0;2.0;2020-03-24;;;42.857142857142854
park sul;4500.0;36.0;941.0;75.0;2.0;2.0;2.0;2020-03-24;;;60.0
jardim goias;4500.0;24.0;550.0;125.0;4.0;2.0;2.0;2020-03-24;;;36.0
zona industrial;4995.0;152.0;1170.0;96.0;3.0;3.0;2.0;2020-03-24;;;52.03125
ceilandia centro;1180.0;23.0;1.0;120.0;2.0;3.0;2.0;2020-03-24;;;9.833333333333334
setor oeste;1800.0;0.0;360.0;64.0;2.0;2.0;2.0;2020-03-24;;;28.125
setor oeste;2700.0;10.0;900.0;170.0;3.0;3.0;2.0;2020-03-24;;;15.882352941176471
taguatinga centro;1100.0;20.0;;80.0;2.0;2.0;2.0;2020-03-24;;;13.75
setor bueno;1500.0;3.0;640.0;127.0;2.0;2.0;2.0;2020-03-24;;;11.811023622047244
jardim atlantico;2020.0;3.0;500.0;152.0;2.0;3.0;2.0;2020-03-24;;;13.289473684210526
centro;4000.0;18.0;100.0;200.0;3.0;3.0;3.0;2020-03-24;;;20.0
noroeste;9000.0;34.0;1500.0;178.0;1.0;3.0;3.0;2020-03-24;;;50.561797752808985
asa norte;4700.0;35.0;980.0;140.0;2.0;3.0;2.0;2020-03-24;;;33.57142857142857
setor bueno;2500.0;1.0;550.0;116.0;3.0;3.0;2.0;2020-03-24;;;21.551724137931036
setor marista;2700.0;19.0;;250.0;2.0;3.0;2.0;2020-03-24;;;10.8
setor central;2300.0;24.0;1200.0;150.0;2.0;3.0;2.0;2020-03-24;;;15.333333333333334
setor oeste;3350.0;0.0;1100.0;145.0;2.0;2.0;2.0;2020-03-24;;;23.103448275862068
aguas sul;3300.0;12.0;590.0;100.0;3.0;3.0;2.0;2020-03-24;;;33.0
setor habitacional jardim botanico;6000.0;8.0;600.0;250.0;3.0;3.0;3.0;2020-03-24;;;24.0
jardim goias;2400.0;24.0;600.0;75.0;2.0;2.0;2.0;2020-03-24;;;32.0
samambaia;2300.0;25.0;;120.0;2.0;3.0;3.0;2020-03-24;;;19.166666666666668
asa sul;4300.0;10.0;;110.0;2.0;3.0;3.0;2020-03-24;;;39.09090909090909
taquari;2800.0;41.0;;170.0;2.0;3.0;2.0;2020-03-24;;;16.470588235294116
centro;5000.0;8.0;785.0;88.0;2.0;2.0;2.0;2020-03-24;;;56.81818181818182
setor sul;2200.0;46.0;;80.0;2.0;3.0;2.0;2020-03-24;;;27.5
vicente pires;4000.0;8.0;100.0;200.0;3.0;3.0;3.0;2020-03-24;;;20.0
santa genoveva;1100.0;0.0;105.0;74.0;2.0;2.0;2.0;2020-03-24;;;14.864864864864865
asa norte;6100.0;18.0;1100.0;128.0;3.0;3.0;2.0;2020-03-24;;;47.65625
samambaia;1000.0;25.0;;112.0;2.0;3.0;2.0;2020-03-24;;;8.928571428571429
asa norte;8000.0;7.0;;99.0;2.0;3.0;2.0;2020-03-24;;;80.8080808080808
vila uniao;1000.0;25.0;;80.0;1.0;2.0;2.0;2020-03-24;;;12.5
vila uniao;1000.0;25.0;;100.0;1.0;2.0;2.0;2020-03-24;;;10.0
samambaia;3600.0;8.0;65.0;347.0;4.0;3.0;2.0;2020-03-24;;;10.37463976945245
santa genoveva;2300.0;45.0;;130.0;2.0;3.0;2.0;2020-03-24;;;17.692307692307693
vila uniao;900.0;24.0;;100.0;1.0;2.0;2.0;2020-03-24;;;9.0
setor habitacional jardim botanico;3900.0;365.0;387.0;230.0;3.0;3.0;2.0;2020-03-24;;;16.956521739130434
asa norte;10300.0;12.0;;100.0;2.0;3.0;2.0;2020-03-24;;;103.0
vila uniao;900.0;25.0;;100.0;1.0;2.0;2.0;2020-03-24;;;9.0
setor central;1500.0;25.0;750.0;160.0;2.0;3.0;2.0;2020-03-24;;;9.375
asa norte;5200.0;28.0;;95.0;2.0;3.0;2.0;2020-03-24;;;54.73684210526316
setor oeste;11000.0;25.0;;350.0;4.0;3.0;3.0;2020-03-24;;;31.428571428571427
samambaia norte;1000.0;117.0;;112.0;1.0;3.0;2.0;2020-03-24;;;8.928571428571429
setor oeste;1800.0;6.0;1500.0;220.0;2.0;3.0;2.0;2020-03-24;;;8.181818181818182
vila uniao;900.0;25.0;;80.0;1.0;2.0;2.0;2020-03-24;;;11.25
aguas sul;2550.0;13.0;450.0;83.0;3.0;3.0;2.0;2020-03-24;;;30.72289156626506
setor oeste;2700.0;46.0;1600.0;193.0;4.0;3.0;2.0;2020-03-24;;;13.989637305699482
serrinha;3000.0;19.0;520.0;120.0;4.0;3.0;2.0;2020-03-24;;;25.0
samambaia norte;1950.0;34.0;;250.0;2.0;3.0;3.0;2020-03-24;;;7.8
jardim america;1200.0;11.0;;65.0;1.0;2.0;2.0;2020-03-24;;;18.46153846153846
noroeste;5700.0;26.0;900.0;148.0;4.0;3.0;2.0;2020-03-24;;;38.513513513513516
setor oeste;2550.0;0.0;1800.0;250.0;4.0;3.0;2.0;2020-03-24;;;10.2
aguas norte;2000.0;12.0;550.0;85.0;3.0;2.0;2.0;2020-03-24;;;23.529411764705884
vicente pires;5000.0;112.0;172.0;195.0;4.0;3.0;3.0;2020-03-24;;;25.641025641025642
samambaia sul;1200.0;0.0;;70.0;1.0;2.0;2.0;2020-03-24;;;17.142857142857142
jardim atlantico;1500.0;1.0;;100.0;2.0;3.0;2.0;2020-03-24;;;15.0
sobradinho;4000.0;222.0;;235.0;2.0;3.0;2.0;2020-03-24;;;17.02127659574468
guara ii;3100.0;1.0;467.0;76.0;2.0;3.0;2.0;2020-03-24;;;40.78947368421053
centro;900.0;0.0;;95.0;2.0;3.0;3.0;2020-03-24;;;9.473684210526315
asa norte;9500.0;152.0;;244.0;4.0;3.0;2.0;2020-03-24;;;38.9344262295082
lago norte;10000.0;43.0;;250.0;4.0;3.0;3.0;2020-03-24;;;40.0
taquari;2800.0;0.0;;170.0;2.0;3.0;3.0;2020-03-24;;;16.470588235294116
parque amazonia;1300.0;2.0;400.0;69.0;2.0;2.0;2.0;2020-03-24;;;18.840579710144926
cruzeiro velho;2700.0;49.0;;90.0;3.0;3.0;2.0;2020-03-24;;;30.0
ceilandia norte;1500.0;0.0;;130.0;2.0;3.0;3.0;2020-03-24;;;11.538461538461538
guara ii;1650.0;33.0;;80.0;2.0;3.0;2.0;2020-03-24;;;20.625
guara i;2500.0;73.0;;200.0;3.0;3.0;3.0;2020-03-24;;;12.5
centro;750.0;0.0;;300.0;2.0;3.0;2.0;2020-03-24;;;2.5
jardim goias;1500.0;10.0;540.0;90.0;2.0;3.0;2.0;2020-03-24;;;16.666666666666668
asa norte;5500.0;28.0;1150.0;158.0;2.0;2.0;2.0;2020-03-24;;;34.81012658227848
guara ii;4000.0;3.0;;170.0;3.0;3.0;2.0;2020-03-24;;;23.529411764705884
setor oeste;1300.0;14.0;930.0;140.0;3.0;3.0;2.0;2020-03-24;;;9.285714285714286
asa sul;4300.0;0.0;;100.0;2.0;3.0;3.0;2020-03-24;;;43.0
ceilandia norte;1100.0;13.0;;120.0;1.0;3.0;2.0;2020-03-24;;;9.166666666666666
sudoeste;10500.0;1.0;2300.0;240.0;4.0;3.0;2.0;2020-03-24;;;43.75
ceilandia sul;1200.0;193.0;;90.0;1.0;3.0;2.0;2020-03-24;;;13.333333333333334
samambaia sul;1100.0;42.0;;130.0;1.0;2.0;2.0;2020-03-24;;;8.461538461538462
asa norte;7800.0;76.0;;201.0;3.0;3.0;2.0;2020-03-24;;;38.80597014925373
setor habitacional jardim botanico;2000.0;7.0;418.0;180.0;2.0;3.0;2.0;2020-03-24;;;11.11111111111111
jardim goias;2700.0;1.0;350.0;145.0;4.0;3.0;2.0;2020-03-24;;;18.620689655172413
asa norte;5100.0;27.0;;98.0;3.0;3.0;2.0;2020-03-24;;;52.04081632653061
lago sul;4200.0;6.0;;300.0;4.0;3.0;2.0;2020-03-24;;;14.0
parque amazonia;1550.0;14.0;316.0;130.0;3.0;3.0;2.0;2020-03-24;;;11.923076923076923
noroeste;5000.0;7.0;;91.0;3.0;3.0;2.0;2020-03-24;;;54.94505494505494
samambaia norte;1300.0;244.0;;100.0;3.0;3.0;2.0;2020-03-24;;;13.0
ceilandia norte;1300.0;7.0;;140.0;2.0;3.0;3.0;2020-03-24;;;9.285714285714286
noroeste;3500.0;4.0;628.0;72.0;2.0;2.0;2.0;2020-03-24;;;48.611111111111114
asa norte;4700.0;4.0;;106.0;2.0;3.0;2.0;2020-03-24;;;44.339622641509436
samambaia norte;1600.0;4.0;;80.0;2.0;3.0;2.0;2020-03-24;;;20.0
park sul;5950.0;25.0;1548.0;120.0;1.0;3.0;2.0;2020-03-24;;;49.583333333333336
noroeste;5200.0;7.0;950.0;110.0;4.0;3.0;3.0;2020-03-24;;;47.27272727272727
areal;1900.0;21.0;;95.0;2.0;3.0;3.0;2020-03-24;;;20.0
parque amazonia;1500.0;1.0;525.0;94.0;4.0;3.0;2.0;2020-03-24;;;15.957446808510639
areal;1100.0;78.0;;92.0;1.0;2.0;2.0;2020-03-24;;;11.956521739130435
aguas norte;3500.0;10.0;917.0;115.0;3.0;3.0;2.0;2020-03-24;;;30.434782608695652
asa sul;3600.0;74.0;;130.0;1.0;3.0;2.0;2020-03-24;;;27.692307692307693
asa norte;7500.0;96.0;1700.0;98.0;2.0;3.0;2.0;2020-03-24;;;76.53061224489795
setor bueno;2000.0;1.0;360.0;72.0;1.0;3.0;2.0;2020-03-24;;;27.77777777777778
taguatinga norte;1600.0;322.0;;100.0;1.0;3.0;2.0;2020-03-24;;;16.0
centro;4200.0;10.0;;201.0;4.0;3.0;3.0;2020-03-24;;;20.895522388059703
noroeste;4000.0;17.0;750.0;74.0;2.0;2.0;2.0;2020-03-24;;;54.054054054054056
