neighbor;price;days_in_market;expenses;util;n_bathrooms;n_rooms;parking;scraping_day;longitude;latitude;price_util
noroeste;3500.0;3.0;628.0;72.0;2.0;2.0;2.0;2020-04-03;-47.88272963099961;-15.789225170999599;48.611111111111114
asa sul;3900.0;30.0;;120.0;3.0;3.0;2.0;2020-04-03;-47.9169977919996;-15.8195399419996;32.5
asa sul;3750.0;44.0;;150.0;1.0;3.0;2.0;2020-04-03;-47.9300930139996;-15.779971905999599;25.0
asa norte;7500.0;106.0;1700.0;98.0;2.0;3.0;2.0;2020-04-03;-47.9300930139996;-15.779971905999599;76.53061224489795
taguatinga norte;1600.0;332.0;;100.0;1.0;3.0;2.0;2020-04-03;-47.9300930139996;-15.779971905999599;16.0
noroeste;5300.0;11.0;1107.0;115.0;3.0;3.0;2.0;2020-04-03;-47.887949332999604;-15.786018272999597;46.08695652173913
asa norte;5500.0;30.0;1123.0;158.0;3.0;2.0;2.0;2020-04-03;-47.8851544329996;-15.748846460999598;34.81012658227848
lago sul;4200.0;16.0;;300.0;4.0;3.0;2.0;2020-04-03;-47.9300930139996;-15.779971905999599;14.0
taquari;2800.0;0.0;;170.0;2.0;3.0;3.0;2020-04-03;-47.8111905929996;-15.657133655999598;16.470588235294116
centro;3000.0;71.0;;150.0;2.0;3.0;2.0;2020-04-03;-48.0828458869996;-15.8374367399996;20.0
asa norte;7800.0;86.0;;201.0;3.0;3.0;2.0;2020-04-03;-47.9300930139996;-15.779971905999599;38.80597014925373
lago norte;5900.0;48.0;;267.0;2.0;3.0;2.0;2020-04-03;-47.876111093999604;-15.7202694419996;22.09737827715356
setor habitacional jardim botanico;4100.0;65.0;;250.0;3.0;3.0;3.0;2020-04-03;-47.9300930139996;-15.779971905999599;16.4
taguatinga norte;5000.0;42.0;;280.0;3.0;3.0;3.0;2020-04-03;-47.9300930139996;-15.779971905999599;17.857142857142858
taguatinga sul;700.0;203.0;;80.0;2.0;2.0;2.0;2020-04-03;-47.9300930139996;-15.779971905999599;8.75
aguas sul;3300.0;17.0;650.0;117.0;3.0;3.0;2.0;2020-04-03;-48.0277490319996;-16.0259588099996;28.205128205128204
guara ii;2800.0;0.0;550.0;73.0;1.0;3.0;2.0;2020-04-03;-47.9300930139996;-15.779971905999599;38.35616438356164
setor central;910.0;0.0;;80.0;1.0;2.0;2.0;2020-04-03;-48.063966046999596;-16.0164760369996;11.375
setor de mansoes de sobradinho;1500.0;86.0;;80.0;1.0;3.0;2.0;2020-04-03;-47.7819711419996;-15.6510370649996;18.75
sobradinho;1700.0;0.0;;160.0;2.0;3.0;2.0;2020-04-03;-47.806812060999604;-15.658355758999601;10.625
centro;4200.0;20.0;;201.0;4.0;3.0;3.0;2020-04-03;-47.7983599029996;-15.661114927999597;20.895522388059703
ceilandia sul;1200.0;203.0;;90.0;1.0;3.0;2.0;2020-04-03;-47.9300930139996;-15.779971905999599;13.333333333333334
sobradinho;2500.0;17.0;;230.0;1.0;3.0;2.0;2020-04-03;-47.9300930139996;-15.779971905999599;10.869565217391305
guara ii;3500.0;0.0;;130.0;4.0;3.0;3.0;2020-04-03;-47.9300930139996;-15.779971905999599;26.923076923076923
sobradinho;1500.0;32.0;;200.0;2.0;3.0;2.0;2020-04-03;-47.9300930139996;-15.779971905999599;7.5
guara ii;1900.0;0.0;;82.0;1.0;3.0;2.0;2020-04-03;-47.9300930139996;-15.779971905999599;23.170731707317074
taguatinga norte;2500.0;0.0;;140.0;3.0;2.0;2.0;2020-04-03;-47.9300930139996;-15.779971905999599;17.857142857142858
ceilandia norte;1500.0;0.0;;130.0;2.0;3.0;3.0;2020-04-03;-47.8114448789996;-15.6458294169996;11.538461538461538
aguas norte;2400.0;52.0;;110.0;1.0;3.0;2.0;2020-04-03;-47.9300930139996;-15.779971905999599;21.818181818181817
asa norte;4700.0;14.0;862.0;106.0;2.0;3.0;2.0;2020-04-03;-47.8875745599996;-15.772691390999599;44.339622641509436
park sul;5950.0;35.0;1548.0;120.0;1.0;3.0;2.0;2020-04-03;-47.9300930139996;-15.779971905999599;49.583333333333336
setor habitacional jardim botanico;2000.0;0.0;418.0;180.0;2.0;3.0;2.0;2020-04-03;-48.205448686999596;-15.679043810999598;11.11111111111111
asa sul;3600.0;1.0;;120.0;3.0;3.0;2.0;2020-04-15;-47.9169977919996;-15.8195399419996;30.0
taguatinga centro;1100.0;42.0;;80.0;2.0;2.0;2.0;2020-04-15;-47.957663843999605;-15.809166658999601;13.75
park sul;4500.0;2.0;980.0;75.0;3.0;2.0;2.0;2020-04-15;-47.9551496579996;-15.8282503919996;60.0
noroeste;5500.0;5.0;;101.0;3.0;3.0;2.0;2020-04-15;-47.9300930139996;-15.779971905999599;54.45544554455446
lago sul;3800.0;48.0;;120.0;4.0;3.0;2.0;2020-04-15;-47.821022893999604;-15.8428228169996;31.666666666666668
aguas sul;3300.0;34.0;590.0;100.0;3.0;3.0;2.0;2020-04-15;-47.9300930139996;-15.779971905999599;33.0
samambaia;2300.0;47.0;;120.0;2.0;3.0;3.0;2020-04-15;-47.9300930139996;-15.779971905999599;19.166666666666668
zona industrial;4995.0;174.0;1170.0;96.0;3.0;3.0;2.0;2020-04-15;-47.9540530539997;-15.8235245419996;52.03125
noroeste;5500.0;5.0;885.0;120.0;3.0;3.0;2.0;2020-04-15;-47.88272963099961;-15.789225170999599;45.833333333333336
centro;3600.0;40.0;100.0;200.0;3.0;3.0;3.0;2020-04-15;-48.0101202209996;-15.836571637999599;18.0
park sul;4100.0;58.0;941.0;75.0;2.0;2.0;2.0;2020-04-15;-47.9300930139996;-15.779971905999599;54.666666666666664
taquari;2700.0;63.0;;170.0;2.0;3.0;2.0;2020-04-15;-47.7904232869996;-15.7583666319996;15.882352941176471
vicente pires;4900.0;180.0;300.0;350.0;4.0;3.0;2.0;2020-04-15;-47.9957557979996;-15.7777639709996;14.0
centro;2140.0;34.0;;104.0;2.0;3.0;3.0;2020-04-15;-48.015177026999595;-15.8369248169996;20.576923076923077
guara i;3000.0;0.0;;170.0;2.0;3.0;2.0;2020-04-15;-47.8099032129996;-15.658867522999596;17.647058823529413
setor habitacional jardim botanico;3900.0;365.0;387.0;230.0;3.0;3.0;2.0;2020-04-15;-47.9300930139996;-15.779971905999599;16.956521739130434
noroeste;8500.0;43.0;;170.0;4.0;3.0;2.0;2020-04-15;-47.88272963099961;-15.789225170999599;50.0
setor habitacional jardim botanico;2950.0;0.0;590.0;120.0;4.0;3.0;3.0;2020-04-15;-47.80210735099961;-15.8760603479996;24.583333333333332
samambaia norte;1950.0;56.0;;250.0;2.0;3.0;3.0;2020-04-15;-48.1924171419996;-15.678927629999599;7.8
sobradinho;4000.0;244.0;;235.0;2.0;3.0;2.0;2020-04-15;-47.77980464799961;-15.658697644999599;17.02127659574468
samambaia;3000.0;30.0;65.0;347.0;4.0;3.0;2.0;2020-04-15;-48.2014114119996;-15.6875380189996;8.645533141210375
asa norte;8000.0;29.0;;99.0;2.0;3.0;2.0;2020-04-15;-47.9300930139996;-15.779971905999599;80.8080808080808
asa norte;4700.0;2.0;862.0;106.0;2.0;3.0;2.0;2020-04-15;-47.8875745599996;-15.772691390999599;44.339622641509436
vicente pires;3600.0;30.0;100.0;200.0;3.0;3.0;3.0;2020-04-15;-47.828894316999595;-15.639296940999598;18.0
samambaia;1000.0;0.0;;112.0;2.0;3.0;2.0;2020-04-15;-48.07989116599961;-15.8586988499996;8.928571428571429
guara ii;2500.0;67.0;;77.0;2.0;3.0;2.0;2020-04-15;-47.9300930139996;-15.779971905999599;32.467532467532465
aguas sul;2400.0;12.0;463.0;70.0;2.0;3.0;2.0;2020-04-15;-48.205448686999596;-15.679043810999598;34.285714285714285
asa norte;12500.0;29.0;2100.0;136.0;3.0;3.0;3.0;2020-04-15;-47.9300930139996;-15.779971905999599;91.91176470588235
samambaia norte;1000.0;139.0;;112.0;1.0;3.0;2.0;2020-04-15;-48.079686748999606;-15.859593322999599;8.928571428571429
asa norte;5100.0;7.0;;98.0;3.0;3.0;2.0;2020-04-15;-47.9300930139996;-15.779971905999599;52.04081632653061
aguas norte;2300.0;131.0;715.0;110.0;3.0;3.0;2.0;2020-04-15;-47.9300930139996;-15.779971905999599;20.90909090909091
samambaia norte;1600.0;93.0;;120.0;2.0;3.0;3.0;2020-04-15;-47.9300930139996;-15.779971905999599;13.333333333333334
lago norte;8000.0;0.0;;250.0;4.0;3.0;3.0;2020-04-15;-47.9300930139996;-15.779971905999599;32.0
taguatinga centro;3000.0;0.0;;180.0;1.0;3.0;2.0;2020-04-15;-47.7974211569996;-15.6420052489996;16.666666666666668
setor habitacional jardim botanico;4000.0;15.0;560.0;192.0;3.0;3.0;2.0;2020-04-15;-47.9300930139996;-15.779971905999599;20.833333333333332
lago sul;5300.0;145.0;;326.0;3.0;2.0;3.0;2020-04-15;-48.195816659999714;-15.686830167999599;16.257668711656443
taguatinga norte;1600.0;344.0;;100.0;1.0;3.0;2.0;2020-04-15;-47.9300930139996;-15.779971905999599;16.0
sudoeste;6300.0;37.0;750.0;200.0;4.0;3.0;2.0;2020-04-15;-47.9191019049996;-15.799648437999599;31.5
sobradinho;1400.0;34.0;;80.0;2.0;3.0;3.0;2020-04-15;-47.8084562999996;-15.6580662909996;17.5
sudoeste;10500.0;4.0;2300.0;240.0;4.0;3.0;2.0;2020-04-15;-47.92252549399961;-15.8006985629996;43.75
asa sul;3750.0;56.0;;150.0;1.0;3.0;2.0;2020-04-15;-47.9300930139996;-15.779971905999599;25.0
lago sul;3200.0;0.0;540.0;160.0;3.0;2.0;2.0;2020-04-15;-48.195816659999714;-15.686830167999599;20.0
noroeste;3500.0;7.0;628.0;72.0;2.0;2.0;2.0;2020-04-15;-47.88272963099961;-15.789225170999599;48.611111111111114
sudoeste;6000.0;0.0;860.0;114.0;3.0;3.0;2.0;2020-04-15;-47.9300930139996;-15.779971905999599;52.63157894736842
centro;4500.0;359.0;;150.0;4.0;2.0;3.0;2020-04-15;-48.0828458869996;-15.8374367399996;30.0
samambaia sul;1200.0;19.0;;70.0;1.0;2.0;2.0;2020-04-15;-48.0866890589996;-15.9632524019996;17.142857142857142
vila planalto;4000.0;365.0;;240.0;3.0;3.0;3.0;2020-04-15;-47.9300930139996;-15.779971905999599;16.666666666666668
setor de hoteis e turismo norte;6000.0;129.0;750.0;96.0;2.0;2.0;2.0;2020-04-15;-47.8326757119996;-15.788072802999599;62.5
ceilandia norte;800.0;266.0;;150.0;1.0;2.0;2.0;2020-04-15;-47.9300930139996;-15.779971905999599;5.333333333333333
aguas sul;2900.0;15.0;600.0;65.0;1.0;2.0;2.0;2020-04-15;-47.9300930139996;-15.779971905999599;44.61538461538461
aguas norte;3000.0;6.0;650.0;110.0;2.0;3.0;2.0;2020-04-15;-48.017994568999605;-15.838153662999597;27.272727272727273
noroeste;6000.0;0.0;;127.0;3.0;3.0;2.0;2020-04-15;-47.9300930139996;-15.779971905999599;47.24409448818898
sudoeste;4000.0;5.0;;117.0;3.0;3.0;2.0;2020-04-15;-47.9300930139996;-15.779971905999599;34.18803418803419
asa norte;7500.0;118.0;1700.0;98.0;2.0;3.0;2.0;2020-04-15;-47.9300930139996;-15.779971905999599;76.53061224489795
taguatinga norte;1600.0;0.0;;100.0;1.0;3.0;2.0;2020-04-15;-47.9300930139996;-15.779971905999599;16.0
taguatinga norte;1050.0;260.0;;80.0;1.0;3.0;2.0;2020-04-15;-47.9300930139996;-15.779971905999599;13.125
noroeste;6000.0;32.0;;91.0;3.0;3.0;2.0;2020-04-15;-47.9300930139996;-15.779971905999599;65.93406593406593
ceilandia centro;850.0;0.0;;65.0;1.0;3.0;3.0;2020-04-15;-47.9300930139996;-15.779971905999599;13.076923076923077
setor habitacional jardim botanico;2800.0;43.0;600.0;195.0;2.0;3.0;3.0;2020-04-15;-47.9300930139996;-15.779971905999599;14.35897435897436
sobradinho;1700.0;1.0;;160.0;2.0;3.0;2.0;2020-04-15;-47.806812060999604;-15.658355758999601;10.625
sudoeste;3800.0;0.0;;125.0;1.0;3.0;2.0;2020-04-15;-47.9300930139996;-15.779971905999599;30.4
samambaia norte;1300.0;266.0;;100.0;3.0;3.0;2.0;2020-04-15;-48.0751381789996;-15.8538045549996;13.0
asa norte;5100.0;33.0;;95.0;3.0;3.0;2.0;2020-04-15;-47.8847407649996;-15.7532661069996;53.68421052631579
sudoeste;2500.0;365.0;675.0;100.0;2.0;2.0;2.0;2020-04-15;-47.9300930139996;-15.779971905999599;25.0
guara i;8800.0;175.0;;220.0;3.0;3.0;3.0;2020-04-15;-47.99607203899961;-15.782156445999599;40.0
setor habitacional jardim botanico;2750.0;26.0;500.0;200.0;3.0;3.0;3.0;2020-04-15;-47.9300930139996;-15.779971905999599;13.75
riacho fundo ii;2000.0;310.0;;190.0;1.0;3.0;3.0;2020-04-15;-48.06678537399961;-15.869492100999599;10.526315789473685
noroeste;5300.0;23.0;1107.0;115.0;3.0;3.0;2.0;2020-04-15;-47.887949332999604;-15.786018272999597;46.08695652173913
samambaia norte;900.0;215.0;;73.0;2.0;2.0;2.0;2020-04-15;-48.1924171419996;-15.678927629999599;12.32876712328767
areal;1100.0;100.0;;92.0;1.0;2.0;2.0;2020-04-15;-47.909659358999605;-15.8795284129996;11.956521739130435
setor habitacional jardim botanico;2500.0;29.0;540.0;110.0;1.0;2.0;2.0;2020-04-15;-47.9300930139996;-15.779971905999599;22.727272727272727
asa norte;6100.0;47.0;;127.0;3.0;3.0;2.0;2020-04-15;-47.9300930139996;-15.779971905999599;48.031496062992126
cruzeiro velho;2700.0;71.0;;90.0;3.0;3.0;2.0;2020-04-15;-47.9300930139996;-15.779971905999599;30.0
centro;1200.0;183.0;;65.0;1.0;3.0;2.0;2020-04-15;-48.0828458869996;-15.8374367399996;18.46153846153846
asa sul;3000.0;36.0;;100.0;2.0;3.0;2.0;2020-04-15;-47.8706327579996;-15.8689720469996;30.0
grande colorado;2800.0;62.0;;280.0;3.0;3.0;2.0;2020-04-15;-47.86881647399961;-15.6068487169996;10.0
guara ii;3700.0;35.0;;290.0;4.0;3.0;2.0;2020-04-15;-47.9300930139996;-15.779971905999599;12.758620689655173
lago norte;5900.0;60.0;;267.0;2.0;3.0;2.0;2020-04-15;-47.876111093999604;-15.7202694419996;22.09737827715356
setor de mansoes de sobradinho;1600.0;72.0;;95.0;2.0;3.0;2.0;2020-04-15;-47.7556918729996;-15.649851640999598;16.842105263157894
samambaia norte;1400.0;69.0;;100.0;2.0;3.0;2.0;2020-04-15;-47.9300930139996;-15.779971905999599;14.0
park sul;4400.0;72.0;914.0;86.0;3.0;3.0;2.0;2020-04-15;-47.9300930139996;-15.779971905999599;51.16279069767442
setor habitacional jardim botanico;4100.0;77.0;;250.0;3.0;3.0;3.0;2020-04-15;-47.9300930139996;-15.779971905999599;16.4
aguas norte;2400.0;64.0;;110.0;1.0;3.0;2.0;2020-04-15;-47.9300930139996;-15.779971905999599;21.818181818181817
lago sul;4200.0;28.0;;300.0;4.0;3.0;2.0;2020-04-15;-47.9300930139996;-15.779971905999599;14.0
samambaia norte;1600.0;15.0;;80.0;2.0;3.0;2.0;2020-04-15;-48.0811068059996;-15.8598969589996;20.0
setor aeroporto;1100.0;232.0;450.0;93.0;2.0;3.0;2.0;2020-04-15;-47.9564752319996;-16.2599204319996;11.827956989247312
setor habitacional jardim botanico;2000.0;12.0;418.0;180.0;2.0;3.0;2.0;2020-04-15;-48.205448686999596;-15.679043810999598;11.11111111111111
grande colorado;2400.0;18.0;340.0;200.0;2.0;3.0;2.0;2020-04-15;-47.9300930139996;-15.779971905999599;12.0
riacho fundo;1600.0;166.0;;120.0;1.0;3.0;2.0;2020-04-15;-48.065813512999604;-15.8702043849996;13.333333333333334
santa maria;950.0;140.0;;100.0;2.0;3.0;2.0;2020-04-15;-47.9065555019996;-15.777520209999599;9.5
jardins mangueiral;1900.0;6.0;1.0;67.0;2.0;3.0;2.0;2020-04-15;-47.9300930139996;-15.779971905999599;28.35820895522388
ceilandia norte;1200.0;0.0;361.0;63.0;1.0;2.0;2.0;2020-04-15;-47.9300930139996;-15.779971905999599;19.047619047619047
park sul;5950.0;47.0;1548.0;120.0;1.0;3.0;2.0;2020-04-15;-47.9300930139996;-15.779971905999599;49.583333333333336
centro;800.0;365.0;;65.0;1.0;3.0;2.0;2020-04-15;-48.0828458869996;-15.8374367399996;12.307692307692308
quadras economicas lucio costa;1500.0;1.0;380.0;62.0;1.0;2.0;2.0;2020-04-15;-47.9300930139996;-15.779971905999599;24.193548387096776
noroeste;5000.0;29.0;;91.0;3.0;3.0;2.0;2020-04-15;-47.9300930139996;-15.779971905999599;54.94505494505494
centro;13500.0;30.0;;136.0;2.0;3.0;3.0;2020-04-15;-48.0828458869996;-15.8374367399996;99.26470588235294
lago norte;2100.0;29.0;550.0;68.0;2.0;2.0;2.0;2020-04-15;-48.188151971999595;-15.6797820799996;30.88235294117647
taguatinga norte;1200.0;29.0;;70.0;1.0;2.0;2.0;2020-04-15;-47.9300930139996;-15.779971905999599;17.142857142857142
guara i;1700.0;29.0;370.0;84.0;2.0;2.0;2.0;2020-04-15;-47.9533295639996;-15.8412440599996;20.238095238095237
noroeste;7000.0;39.0;1200.0;167.0;4.0;3.0;2.0;2020-04-15;-47.88272963099961;-15.789225170999599;41.91616766467066
guara ii;1650.0;55.0;;80.0;2.0;3.0;2.0;2020-04-15;-47.9300930139996;-15.779971905999599;20.625
taguatinga norte;5000.0;54.0;;280.0;3.0;3.0;3.0;2020-04-15;-47.9300930139996;-15.779971905999599;17.857142857142858
ceilandia norte;1350.0;22.0;;90.0;1.0;3.0;3.0;2020-04-15;-47.9300930139996;-15.779971905999599;15.0
asa norte;5500.0;30.0;900.0;93.0;3.0;3.0;2.0;2020-04-15;-47.9300930139996;-15.779971905999599;59.13978494623656
ceilandia norte;1300.0;29.0;;140.0;2.0;3.0;3.0;2020-04-15;-47.9300930139996;-15.779971905999599;9.285714285714286
guara i;1800.0;23.0;;90.0;3.0;3.0;2.0;2020-04-15;-48.0769570409996;-15.8112350469996;20.0
asa norte;4000.0;11.0;610.0;73.0;3.0;2.0;2.0;2020-04-15;-47.88272963099961;-15.789225170999599;54.794520547945204
ceilandia sul;900.0;7.0;;135.0;1.0;3.0;2.0;2020-04-15;-47.9300930139996;-15.779971905999599;6.666666666666667
lago sul;3000.0;12.0;300.0;170.0;2.0;3.0;2.0;2020-04-15;-48.195816659999714;-15.686830167999599;17.647058823529413
centro;3000.0;83.0;;150.0;2.0;3.0;2.0;2020-04-15;-48.0828458869996;-15.8374367399996;20.0
guara ii;4000.0;25.0;;170.0;3.0;3.0;2.0;2020-04-15;-47.7831154629996;-15.7715028839996;23.529411764705884
asa norte;6500.0;4.0;1554.0;72.0;2.0;2.0;2.0;2020-04-15;-47.9300930139996;-15.779971905999599;90.27777777777777
noroeste;4250.0;34.0;750.0;77.0;3.0;2.0;2.0;2020-04-15;-47.9300930139996;-15.779971905999599;55.1948051948052
asa norte;5100.0;5.0;780.0;95.0;3.0;3.0;2.0;2020-04-15;-47.9300930139996;-15.779971905999599;53.68421052631579
regiao dos lagos;2500.0;2.0;350.0;200.0;2.0;3.0;2.0;2020-04-15;-47.8252398229996;-15.691634677999597;12.5
aguas norte;2500.0;5.0;568.0;75.0;2.0;2.0;2.0;2020-04-15;-47.9300930139996;-15.779971905999599;33.333333333333336
aguas sul;2500.0;1.0;790.0;116.0;3.0;3.0;2.0;2020-04-15;-47.9300930139996;-15.779971905999599;21.551724137931036
taguatinga norte;2500.0;0.0;;140.0;3.0;2.0;2.0;2020-04-15;-47.9300930139996;-15.779971905999599;17.857142857142858
guara ii;1900.0;0.0;;82.0;1.0;3.0;2.0;2020-04-15;-47.9300930139996;-15.779971905999599;23.170731707317074
guara ii;3500.0;0.0;;170.0;3.0;3.0;2.0;2020-04-15;-47.9300930139996;-15.779971905999599;20.58823529411765
ceilandia norte;1500.0;0.0;;130.0;2.0;3.0;3.0;2020-04-15;-47.8114448789996;-15.6458294169996;11.538461538461538
setor central;910.0;0.0;;80.0;1.0;2.0;2.0;2020-04-15;-48.063966046999596;-16.0164760369996;11.375
taguatinga sul;1600.0;0.0;;110.0;1.0;3.0;2.0;2020-04-15;-47.9300930139996;-15.779971905999599;14.545454545454545
noroeste;6200.0;0.0;1000.0;125.0;4.0;3.0;3.0;2020-04-15;-47.88272963099961;-15.789225170999599;49.6
setor de mansoes de sobradinho;1500.0;98.0;;80.0;1.0;3.0;2.0;2020-04-15;-47.7819711419996;-15.6510370649996;18.75
centro;4200.0;32.0;;201.0;4.0;3.0;3.0;2020-04-15;-47.7983599029996;-15.661114927999597;20.895522388059703
centro;3500.0;1.0;380.0;295.0;4.0;3.0;3.0;2020-04-15;-47.8211662169996;-15.8866440819996;11.864406779661017
taguatinga norte;1500.0;6.0;450.0;100.0;2.0;3.0;3.0;2020-03-17;-47.9300930139996;-15.779971905999599;15.0
centro;1700.0;0.0;;67.0;2.0;3.0;2.0;2020-03-17;-48.0828458869996;-15.8374367399996;25.37313432835821
centro;2490.0;5.0;;104.0;2.0;3.0;3.0;2020-03-17;-48.015177026999595;-15.8369248169996;23.942307692307693
samambaia norte;1300.0;48.0;;70.0;1.0;3.0;3.0;2020-03-17;-47.9300930139996;-15.779971905999599;18.571428571428573
vicente pires;4900.0;151.0;300.0;350.0;4.0;3.0;2.0;2020-03-17;-47.9957557979996;-15.7777639709996;14.0
noroeste;5200.0;0.0;850.0;110.0;4.0;3.0;3.0;2020-03-17;-47.9300930139996;-15.779971905999599;47.27272727272727
park sul;4500.0;29.0;941.0;75.0;2.0;2.0;2.0;2020-03-17;-47.9300930139996;-15.779971905999599;60.0
sudoeste;10000.0;4.0;2000.0;200.0;2.0;3.0;2.0;2020-03-17;-47.9300930139996;-15.779971905999599;50.0
samambaia;2300.0;18.0;;120.0;2.0;3.0;3.0;2020-03-17;-47.9300930139996;-15.779971905999599;19.166666666666668
zona industrial;4995.0;145.0;1170.0;96.0;3.0;3.0;2.0;2020-03-17;-47.9540530539997;-15.8235245419996;52.03125
centro;5000.0;1.0;785.0;88.0;2.0;2.0;2.0;2020-03-17;-47.9574426029996;-15.8299330869996;56.81818181818182
setor habitacional jardim botanico;6000.0;1.0;600.0;250.0;3.0;3.0;3.0;2020-03-17;-47.8211662169996;-15.8866440819996;24.0
jardins mangueiral;1900.0;0.0;1.0;67.0;2.0;3.0;2.0;2020-03-17;-47.9300930139996;-15.779971905999599;28.35820895522388
lago norte;2700.0;27.0;;110.0;2.0;2.0;2.0;2020-03-17;-48.188151971999595;-15.6797820799996;24.545454545454547
centro;4000.0;11.0;100.0;200.0;3.0;3.0;3.0;2020-03-17;-48.0101202209996;-15.836571637999599;20.0
asa sul;4300.0;3.0;;110.0;2.0;3.0;3.0;2020-03-17;-47.8706327579996;-15.8689720469996;39.09090909090909
centro;4000.0;1.0;932.0;78.0;2.0;2.0;2.0;2020-03-17;-47.9574426029996;-15.8299330869996;51.282051282051285
noroeste;4500.0;5.0;;105.0;3.0;2.0;2.0;2020-03-17;-47.88272963099961;-15.789225170999599;42.857142857142854
setor habitacional vicente pires;3219.0;3.0;180.0;270.0;4.0;3.0;2.0;2020-03-17;-48.205448686999596;-15.679043810999598;11.922222222222222
noroeste;9000.0;27.0;1500.0;178.0;1.0;3.0;3.0;2020-03-17;-47.9148066589996;-15.748099718999601;50.561797752808985
lago sul;3800.0;19.0;;120.0;4.0;3.0;2.0;2020-03-17;-47.821022893999604;-15.8428228169996;31.666666666666668
taguatinga centro;1100.0;13.0;;80.0;2.0;2.0;2.0;2020-03-17;-47.957663843999605;-15.809166658999601;13.75
setor habitacional jardim botanico;3800.0;14.0;600.0;280.0;3.0;3.0;2.0;2020-03-17;-47.8211662169996;-15.8866440819996;13.571428571428571
taquari;2800.0;34.0;;170.0;2.0;3.0;2.0;2020-03-17;-47.7904232869996;-15.7583666319996;16.470588235294116
taguatinga centro;1452.0;12.0;300.0;75.0;2.0;3.0;2.0;2020-03-17;-48.026709856999595;-15.8693201439996;19.36
asa norte;4700.0;28.0;980.0;140.0;2.0;3.0;2.0;2020-03-17;-47.88272963099961;-15.789225170999599;33.57142857142857
ceilandia centro;1260.0;16.0;1.0;120.0;2.0;3.0;2.0;2020-03-17;-47.7838185639996;-15.7735846169996;10.5
aguas sul;3300.0;5.0;590.0;100.0;3.0;3.0;2.0;2020-03-17;-47.9300930139996;-15.779971905999599;33.0
taguatinga centro;3000.0;18.0;;180.0;1.0;3.0;2.0;2020-03-17;-47.7974211569996;-15.6420052489996;16.666666666666668
grande colorado;2600.0;51.0;360.0;200.0;2.0;3.0;2.0;2020-03-17;-47.9300930139996;-15.779971905999599;13.0
jardins mangueiral;2500.0;0.0;;67.0;2.0;3.0;2.0;2020-03-17;-47.9300930139996;-15.779971905999599;37.3134328358209
asa norte;5200.0;21.0;;95.0;2.0;3.0;2.0;2020-03-17;-47.9300930139996;-15.779971905999599;54.73684210526316
jardins mangueiral;1600.0;19.0;288.0;80.0;2.0;3.0;2.0;2020-03-17;-47.9300930139996;-15.779971905999599;20.0
asa norte;6100.0;11.0;1100.0;128.0;3.0;3.0;2.0;2020-03-17;-47.9300930139996;-15.779971905999599;47.65625
asa norte;10300.0;5.0;;100.0;2.0;3.0;2.0;2020-03-17;-47.8467418249996;-15.787674935999599;103.0
jardins mangueiral;1600.0;13.0;287.0;80.0;2.0;3.0;2.0;2020-03-17;-47.9300930139996;-15.779971905999599;20.0
aguas norte;3500.0;3.0;917.0;115.0;3.0;3.0;2.0;2020-03-17;-47.9300930139996;-15.779971905999599;30.434782608695652
vicente pires;4000.0;1.0;100.0;200.0;3.0;3.0;3.0;2020-03-17;-47.828894316999595;-15.639296940999598;20.0
taguatinga centro;1800.0;11.0;;120.0;3.0;3.0;2.0;2020-03-17;-47.7782100459996;-15.763824520999599;15.0
asa norte;8000.0;0.0;;99.0;2.0;3.0;2.0;2020-03-17;-47.9300930139996;-15.779971905999599;80.8080808080808
samambaia;1000.0;18.0;;112.0;2.0;3.0;2.0;2020-03-17;-48.07989116599961;-15.8586988499996;8.928571428571429
samambaia norte;1000.0;110.0;;112.0;1.0;3.0;2.0;2020-03-17;-48.079686748999606;-15.859593322999599;8.928571428571429
samambaia norte;1950.0;27.0;;250.0;2.0;3.0;3.0;2020-03-17;-48.1924171419996;-15.678927629999599;7.8
